    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
1846,CON-001846,38,224,Active,PPA,Netherlands,North Holland,120,7.3,21380.14,21-09-2023
1847,CON-001847,25,1214,Active,Subscription,Germany,Hesse,120,8.49,42076.31,16-05-2022
1848,CON-001848,21,1322,Active,PPA,Germany,Lower Saxony,180,4.8,37135.77,11-09-2024
1849,CON-001849,6,524,In Arrears,PPA,Netherlands,South Holland,120,6.5,32875.69,20-04-2024
1850,CON-001850,6,1792,Active,Standard Loan,Netherlands,South Holland,60,5.54,15110.44,18-07-2023
1851,CON-001851,44,1090,Active,Standard Loan,Germany,Hesse,84,6.26,14696.31,03-11-2022
1852,CON-001852,30,1729,Active,Standard Loan,Austria,Vienna,84,4.46,44997.18,07-08-2024
1853,CON-001853,6,1576,Completed,Lease,Netherlands,South Holland,120,6.53,12285.41,13-09-2024
1854,CON-001854,47,52,Active,PPA,Germany,Baden-Württemberg,180,8.23,19633.49,22-02-2023
1855,CON-001855,24,1798,Active,Standard Loan,Germany,Bavaria,120,4.16,38548.76,25-11-2024
1856,CON-001856,37,699,Active,Subscription,Netherlands,North Holland,120,3.7,36089.32,25-10-2024
1857,CON-001857,1,1831,Active,Standard Loan,Germany,Bavaria,84,4.94,40068.71,08-04-2023
1858,CON-001858,18,284,Active,Standard Loan,Germany,Bavaria,180,7.3,11537.46,25-09-2024
1859,CON-001859,30,1949,Active,Lease,Austria,Vienna,180,6.64,28372.3,23-12-2022
1860,CON-001860,36,1483,Active,Lease,Austria,Styria,60,4.61,20741.06,22-03-2024
1861,CON-001861,2,1605,In Arrears,Lease,Germany,Berlin,120,7.37,32702.47,12-06-2023
1862,CON-001862,46,873,Active,Standard Loan,Netherlands,North Holland,180,5.51,29301.23,18-07-2023
1863,CON-001863,18,239,Active,Lease,Germany,Bavaria,120,5.03,36421.77,29-07-2023
1864,CON-001864,38,45,Defaulted,Lease,Netherlands,North Holland,240,6.33,9807.04,26-04-2024
1865,CON-001865,42,1227,Active,PPA,Germany,North Rhine-Westphalia,60,3.74,20267.7,01-05-2023
1866,CON-001866,21,511,Active,Lease,Germany,Lower Saxony,120,4.22,23331.86,22-03-2024
1867,CON-001867,16,596,Active,Standard Loan,Germany,Berlin,84,4.6,8758.34,12-08-2022
1868,CON-001868,21,953,Cancelled,Standard Loan,Germany,Lower Saxony,120,5.01,36633.26,30-08-2024
1869,CON-001869,44,1261,Active,Standard Loan,Germany,Hesse,180,4.7,13211.03,28-03-2023
1870,CON-001870,28,1686,Active,Subscription,Germany,Lower Saxony,60,7.05,19389.13,02-03-2023
1871,CON-001871,21,754,Active,Standard Loan,Germany,Lower Saxony,120,5.79,39296.25,08-11-2024
1872,CON-001872,10,1137,Active,PPA,Germany,Lower Saxony,120,4.31,14088.06,10-11-2024
1873,CON-001873,12,1331,Active,Lease,Germany,Berlin,180,4.96,14707.48,29-04-2024
1874,CON-001874,47,1337,Active,Standard Loan,Germany,Baden-Württemberg,84,4.9,41730.99,23-02-2024
1875,CON-001875,10,1149,Active,Standard Loan,Germany,Lower Saxony,180,5.71,11670.72,28-04-2024
1876,CON-001876,8,75,Active,Lease,Germany,Berlin,60,5.82,42321.61,09-06-2023
1877,CON-001877,33,1651,Active,Standard Loan,Germany,Lower Saxony,180,5.87,44649.16,05-03-2024
1878,CON-001878,7,1201,Active,Lease,Germany,Bavaria,240,4.11,16533.24,04-12-2022
1879,CON-001879,47,400,Active,Lease,Germany,Baden-Württemberg,84,5.59,32842.7,31-07-2023
1880,CON-001880,35,109,Active,Lease,Germany,Lower Saxony,120,5.94,30337,05-01-2024
1881,CON-001881,10,35,Active,Lease,Germany,Lower Saxony,120,5.38,14815.62,20-07-2023
1882,CON-001882,37,1241,Active,Subscription,Netherlands,North Holland,120,6.5,8090.92,23-06-2024
1883,CON-001883,42,44,Active,Standard Loan,Germany,North Rhine-Westphalia,120,7.4,34897.38,10-04-2022
1884,CON-001884,49,1671,Active,Standard Loan,Germany,Hesse,120,7.41,36430.04,08-09-2023
1885,CON-001885,24,1596,Completed,Standard Loan,Germany,Bavaria,120,7.41,12375.98,14-10-2023
1886,CON-001886,34,41,Active,Standard Loan,Germany,Baden-Württemberg,60,5.76,26461.27,26-09-2024
1887,CON-001887,36,1774,Active,PPA,Austria,Styria,60,3.63,29293.45,30-06-2024
1888,CON-001888,36,860,Active,Standard Loan,Austria,Styria,120,3.87,34690.37,27-12-2023
1889,CON-001889,5,907,Active,PPA,Austria,Vienna,180,6.9,24346.56,25-11-2023
1890,CON-001890,35,772,Active,Standard Loan,Germany,Lower Saxony,84,4.49,25992.89,25-01-2024
1891,CON-001891,8,845,Active,Standard Loan,Germany,Berlin,180,6.74,21602.47,15-01-2024
1892,CON-001892,6,773,Active,Standard Loan,Netherlands,South Holland,120,3.61,9069.97,05-11-2024
1893,CON-001893,18,1828,Defaulted,Lease,Germany,Bavaria,180,6.32,33784.95,16-02-2024
1894,CON-001894,5,1624,Active,Lease,Austria,Vienna,120,6.79,26581.58,14-10-2023
1895,CON-001895,7,367,Active,Lease,Germany,Bavaria,180,4.02,32387.1,02-05-2024
1896,CON-001896,21,909,Active,PPA,Germany,Lower Saxony,180,8.1,13160.06,01-08-2024
1897,CON-001897,36,836,Active,PPA,Austria,Styria,180,4.32,23834.9,14-06-2024
1898,CON-001898,44,735,Cancelled,Standard Loan,Germany,Hesse,60,4.22,14773.91,25-06-2023
1899,CON-001899,42,1514,Active,Standard Loan,Germany,North Rhine-Westphalia,120,5.46,42423.04,11-08-2024
1900,CON-001900,21,627,Active,Lease,Germany,Lower Saxony,120,5.63,14093.41,27-10-2024
1901,CON-001901,42,500,In Arrears,Standard Loan,Germany,North Rhine-Westphalia,180,5.07,43467.23,31-05-2023
1902,CON-001902,21,821,Completed,PPA,Germany,Lower Saxony,84,6.86,40055.62,05-04-2024
1903,CON-001903,44,536,Active,Standard Loan,Germany,Hesse,120,4.66,19824.34,13-12-2022
1904,CON-001904,41,1329,Active,PPA,Germany,Lower Saxony,180,3.86,29294.54,31-07-2023
1905,CON-001905,36,1750,Active,Subscription,Austria,Styria,84,4.48,41040.24,03-03-2024
1906,CON-001906,36,1370,In Arrears,Lease,Austria,Styria,180,3.53,41696.19,05-11-2024
1907,CON-001907,24,1088,Active,Standard Loan,Germany,Bavaria,84,6.1,33830.24,23-02-2024
1908,CON-001908,12,474,Cancelled,Subscription,Germany,Berlin,60,5.76,33183.47,03-10-2023
1909,CON-001909,8,635,Active,Standard Loan,Germany,Berlin,180,7.9,33656.37,02-11-2023
1910,CON-001910,5,1721,Active,Lease,Austria,Vienna,120,7.15,8434.78,05-12-2023
1911,CON-001911,43,360,Defaulted,PPA,Netherlands,North Brabant,120,4.5,12174.48,16-06-2024
1912,CON-001912,3,1155,Active,Standard Loan,Germany,North Rhine-Westphalia,180,7.1,27165.72,24-05-2022
1913,CON-001913,13,1305,Completed,Lease,Germany,North Rhine-Westphalia,84,8.46,15863.1,06-09-2024
1914,CON-001914,21,1161,Active,Lease,Germany,Lower Saxony,84,8.39,27989.52,26-10-2024
1915,CON-001915,37,451,Defaulted,Lease,Netherlands,North Holland,180,4.77,41942.12,20-05-2024
1916,CON-001916,2,616,Active,Standard Loan,Germany,Berlin,120,6.34,38855.91,18-09-2024
1917,CON-001917,21,205,Defaulted,Standard Loan,Germany,Lower Saxony,240,5.37,38520.2,23-11-2024
1918,CON-001918,46,66,Active,Standard Loan,Netherlands,North Holland,120,7.44,27632.06,07-03-2023
1919,CON-001919,44,79,Active,Lease,Germany,Hesse,180,6.39,36021.29,01-12-2023
1920,CON-001920,4,310,Active,PPA,Germany,Hesse,60,5.53,41064.12,22-05-2023
1921,CON-001921,10,1285,Active,Standard Loan,Germany,Lower Saxony,120,6.73,25660.54,18-11-2022
1922,CON-001922,4,731,Active,Standard Loan,Germany,Hesse,60,8.11,27103.83,02-07-2024
1923,CON-001923,43,78,Active,Subscription,Netherlands,North Brabant,60,8.31,30503.34,05-12-2022
1924,CON-001924,6,1311,Active,Standard Loan,Netherlands,South Holland,180,6.73,15555.62,16-08-2024
1925,CON-001925,6,451,In Arrears,Lease,Netherlands,South Holland,120,7.49,44177.34,28-03-2024
1926,CON-001926,42,548,Active,Standard Loan,Germany,North Rhine-Westphalia,120,7.06,15472.69,09-04-2023
1927,CON-001927,25,1593,Active,Standard Loan,Germany,Hesse,180,5.16,44224.51,15-01-2023
1928,CON-001928,30,829,In Arrears,Subscription,Austria,Vienna,120,7.03,28181,10-05-2023
1929,CON-001929,31,213,Active,PPA,Germany,Berlin,84,4.3,22806.65,07-04-2024
1930,CON-001930,26,980,Active,Lease,Germany,Berlin,180,6.2,17904.33,15-01-2023
1931,CON-001931,33,1223,Completed,Standard Loan,Germany,Lower Saxony,60,7.44,20615.98,03-09-2023
1932,CON-001932,40,840,Active,PPA,Germany,Bavaria,180,4.61,19716.26,30-05-2024
1933,CON-001933,37,1811,Active,PPA,Netherlands,North Holland,180,5.35,19093.5,18-10-2023
1934,CON-001934,24,875,Completed,Lease,Germany,Bavaria,120,6.32,25460.35,13-02-2023
1935,CON-001935,40,418,Active,Subscription,Germany,Bavaria,180,8.25,37354.25,05-11-2024
1936,CON-001936,48,1332,Cancelled,Standard Loan,Germany,Lower Saxony,120,4.2,12746.05,15-09-2024
1937,CON-001937,41,868,Completed,Standard Loan,Germany,Lower Saxony,240,4.23,9777.85,25-01-2024
1938,CON-001938,16,253,Active,PPA,Germany,Berlin,180,8.32,20905.55,21-01-2023
1939,CON-001939,36,602,Active,Standard Loan,Austria,Styria,60,6.6,42333.03,26-07-2024
1940,CON-001940,31,1966,Active,Standard Loan,Germany,Berlin,120,7.05,24076.59,21-02-2023
1941,CON-001941,16,1523,Active,Standard Loan,Germany,Berlin,180,6.12,16677.56,23-06-2024
1942,CON-001942,1,1562,Active,Lease,Germany,Bavaria,84,7.62,18417.31,07-11-2022
1943,CON-001943,36,716,Completed,Lease,Austria,Styria,180,8.29,14745.06,20-07-2024
1944,CON-001944,40,1132,Active,Lease,Germany,Bavaria,180,5.79,21388.29,03-08-2024
1945,CON-001945,22,503,Active,Lease,Germany,Bavaria,120,6.7,12228.71,25-03-2023
1946,CON-001946,6,805,Active,Lease,Netherlands,South Holland,120,3.65,9209.78,29-07-2023
1947,CON-001947,36,77,Active,Lease,Austria,Styria,120,7.82,41985.01,19-05-2024
1948,CON-001948,37,1526,Active,Standard Loan,Netherlands,North Holland,180,4.04,29106.84,11-09-2023
1949,CON-001949,13,1698,Active,PPA,Germany,North Rhine-Westphalia,240,8.42,22331.53,29-07-2024
1950,CON-001950,42,1905,Active,Standard Loan,Germany,North Rhine-Westphalia,60,8.47,26309.64,08-11-2022
1951,CON-001951,9,1628,Active,Standard Loan,Germany,Berlin,120,5.17,39757.52,06-10-2023
1952,CON-001952,37,1380,Active,Lease,Netherlands,North Holland,60,7.55,33500.63,04-04-2024
1953,CON-001953,2,1956,Cancelled,Standard Loan,Germany,Berlin,60,6.83,21948.64,13-04-2022
1954,CON-001954,2,1139,Active,PPA,Germany,Berlin,84,4.22,40464.23,05-12-2022
1955,CON-001955,37,1749,Active,Lease,Netherlands,North Holland,120,5.6,32251.82,07-02-2024
1956,CON-001956,40,1812,Active,Lease,Germany,Bavaria,60,3.79,34728.13,17-11-2022
1957,CON-001957,12,1267,Active,Standard Loan,Germany,Berlin,84,3.52,42798.96,02-11-2024
1958,CON-001958,29,769,Active,Subscription,Germany,Hesse,120,8.26,10385.35,22-07-2023
1959,CON-001959,40,701,Active,Lease,Germany,Bavaria,180,4.65,42168.11,25-12-2022
1960,CON-001960,22,1026,In Arrears,PPA,Germany,Bavaria,120,4.35,41899.03,13-06-2024
1961,CON-001961,6,910,Active,Standard Loan,Netherlands,South Holland,120,5.24,44413.26,08-05-2024
1962,CON-001962,37,1626,Active,Subscription,Netherlands,North Holland,180,7.86,41720.34,22-09-2024
1963,CON-001963,44,132,Active,Standard Loan,Germany,Hesse,180,8.23,32950.7,05-06-2023
1964,CON-001964,34,1041,Active,Subscription,Germany,Baden-Württemberg,180,6.59,18737.99,22-09-2022
1965,CON-001965,39,1629,Active,PPA,Germany,Berlin,180,5.87,23103.1,28-08-2023
1966,CON-001966,6,831,Active,PPA,Netherlands,South Holland,120,7.83,26836.22,06-05-2024
1967,CON-001967,7,1812,Active,Standard Loan,Germany,Bavaria,120,4.68,28155.64,10-06-2023
1968,CON-001968,38,540,Active,Standard Loan,Netherlands,North Holland,180,4.31,42199.78,20-10-2024
1969,CON-001969,23,1310,Active,Standard Loan,Germany,North Rhine-Westphalia,60,7,15204.5,13-08-2024
1970,CON-001970,21,130,Defaulted,Lease,Germany,Lower Saxony,84,8.08,30282.38,05-05-2024
1971,CON-001971,34,1695,In Arrears,Standard Loan,Germany,Baden-Württemberg,120,7.54,28927.22,14-10-2023
1972,CON-001972,25,1275,Active,Standard Loan,Germany,Hesse,120,6.52,26352.21,11-05-2023
1973,CON-001973,30,1967,Active,Subscription,Austria,Vienna,60,3.65,10680.27,30-08-2023
1974,CON-001974,7,1079,In Arrears,PPA,Germany,Bavaria,120,6.26,14973.43,02-12-2023
1975,CON-001975,33,1213,Active,Standard Loan,Germany,Lower Saxony,180,5.25,11434.06,03-02-2024
1976,CON-001976,49,174,In Arrears,Lease,Germany,Hesse,60,6.76,36633.11,26-06-2022
1977,CON-001977,14,92,Defaulted,Standard Loan,Germany,Baden-Württemberg,84,8.24,28763.59,18-12-2023
1978,CON-001978,24,120,Defaulted,Lease,Germany,Bavaria,180,7.37,29817.07,02-10-2023
1979,CON-001979,9,1373,Active,Standard Loan,Germany,Berlin,180,5.46,31145.87,27-01-2023
1980,CON-001980,40,1191,Completed,Standard Loan,Germany,Bavaria,180,5.22,44832.15,11-09-2024
1981,CON-001981,12,1931,Active,Standard Loan,Germany,Berlin,120,7.93,8504.68,04-06-2023
1982,CON-001982,8,726,Active,PPA,Germany,Berlin,240,6.76,23668.56,27-01-2023
1983,CON-001983,24,218,Active,PPA,Germany,Bavaria,120,3.62,37931.98,17-11-2024
1984,CON-001984,6,1220,Active,PPA,Netherlands,South Holland,120,8.23,43558.15,04-12-2023
1985,CON-001985,26,1682,Active,Standard Loan,Germany,Berlin,120,5.96,15706.31,02-12-2023
1986,CON-001986,21,253,In Arrears,Lease,Germany,Lower Saxony,120,6.78,41163.97,13-03-2024
1987,CON-001987,22,1724,Active,Lease,Germany,Bavaria,84,7.24,17903.72,25-09-2023
1988,CON-001988,12,1108,Completed,Standard Loan,Germany,Berlin,180,8.22,31309.3,14-05-2024
1989,CON-001989,49,1140,Active,Lease,Germany,Hesse,120,4.27,39845.04,29-10-2023
1990,CON-001990,1,322,Active,PPA,Germany,Bavaria,120,4.3,40701.41,18-02-2024
1991,CON-001991,30,89,Active,Lease,Austria,Vienna,120,4.72,44089.68,28-12-2023
1992,CON-001992,18,1978,Completed,Standard Loan,Germany,Bavaria,60,7.12,19307.26,12-07-2023
1993,CON-001993,37,1256,Active,Standard Loan,Netherlands,North Holland,120,4.33,38441.07,13-03-2024
1994,CON-001994,9,223,Cancelled,Standard Loan,Germany,Berlin,180,6.34,33786.89,01-08-2024
1995,CON-001995,8,1094,Active,Lease,Germany,Berlin,120,7.44,20778.31,22-06-2023
1996,CON-001996,13,972,Active,Standard Loan,Germany,North Rhine-Westphalia,120,5.18,44733.85,03-05-2023
1997,CON-001997,8,103,Active,Standard Loan,Germany,Berlin,120,5.22,32343.54,08-08-2022
1998,CON-001998,12,840,Active,PPA,Germany,Berlin,120,7.36,33406.59,05-09-2024
1999,CON-001999,40,765,Active,Lease,Germany,Bavaria,84,7.49,34820.69,08-10-2023
2000,CON-002000,31,194,Active,Lease,Germany,Berlin,120,4.42,25046.61,22-04-2023
2001,CON-002001,43,873,Active,Lease,Netherlands,North Brabant,180,5.22,33600.33,15-09-2022
2002,CON-002002,30,267,Completed,Subscription,Austria,Vienna,120,8.27,17603.13,23-02-2023
2003,CON-002003,42,202,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,60,4.66,11469.38,10-01-2024
2004,CON-002004,42,865,Completed,Standard Loan,Germany,North Rhine-Westphalia,84,5.77,9156.27,10-03-2024
2005,CON-002005,10,1107,Active,PPA,Germany,Lower Saxony,120,4.74,17256.65,04-10-2023
2006,CON-002006,43,1953,Completed,Lease,Netherlands,North Brabant,120,8.32,34608.25,09-07-2024
2007,CON-002007,40,528,Active,Lease,Germany,Bavaria,84,5.62,27006.73,15-02-2023
2008,CON-002008,41,369,Active,Standard Loan,Germany,Lower Saxony,60,6.61,10190.8,10-04-2023
2009,CON-002009,43,540,Active,Standard Loan,Netherlands,North Brabant,180,8.11,30115.38,29-05-2024
2010,CON-002010,4,1622,Completed,Subscription,Germany,Hesse,120,6.58,29836.4,15-09-2024
2011,CON-002011,37,1832,Active,Standard Loan,Netherlands,North Holland,180,4,14410.01,31-01-2024
2012,CON-002012,41,1333,Cancelled,Lease,Germany,Lower Saxony,240,5.04,20733.78,24-04-2024
2013,CON-002013,36,328,In Arrears,Lease,Austria,Styria,180,4.71,19017.86,05-06-2024
2014,CON-002014,30,1862,Completed,Standard Loan,Austria,Vienna,84,4.78,25441.08,02-11-2022
2015,CON-002015,24,1223,Active,Standard Loan,Germany,Bavaria,84,5.16,29847.39,12-04-2023
2016,CON-002016,6,854,Cancelled,Standard Loan,Netherlands,South Holland,180,4.74,40668.5,19-09-2023
2017,CON-002017,3,1549,Active,Standard Loan,Germany,North Rhine-Westphalia,180,6.43,25894.83,31-12-2022
2018,CON-002018,9,986,Completed,Standard Loan,Germany,Berlin,240,6.52,22423.59,12-10-2024
2019,CON-002019,5,113,Active,Lease,Austria,Vienna,120,7.71,13226.42,05-01-2023
2020,CON-002020,26,1776,Active,Standard Loan,Germany,Berlin,84,6.47,17108.87,16-04-2023
2021,CON-002021,18,1654,Active,Lease,Germany,Bavaria,120,5.92,36596.41,27-10-2023
2022,CON-002022,26,1260,Active,Standard Loan,Germany,Berlin,120,6.47,30893.77,03-09-2023
2023,CON-002023,13,1658,Active,Lease,Germany,North Rhine-Westphalia,180,4.39,12844.49,10-03-2023
2024,CON-002024,29,1144,Active,Standard Loan,Germany,Hesse,180,7.94,35556.72,18-06-2024
2025,CON-002025,33,1154,In Arrears,Standard Loan,Germany,Lower Saxony,180,3.74,31997.24,16-05-2024
2026,CON-002026,41,1183,Active,Standard Loan,Germany,Lower Saxony,120,6.95,33138.54,04-08-2023
2027,CON-002027,37,106,Active,Standard Loan,Netherlands,North Holland,120,3.98,10794.13,19-08-2024
2028,CON-002028,9,827,Active,Standard Loan,Germany,Berlin,84,4.72,21885.99,10-10-2023
2029,CON-002029,9,618,Completed,Lease,Germany,Berlin,180,4.35,37455.49,24-05-2024
2030,CON-002030,36,85,Active,Standard Loan,Austria,Styria,120,4.11,36850.2,07-11-2024
2031,CON-002031,1,1494,Active,Standard Loan,Germany,Bavaria,180,3.93,42721.23,27-04-2024
2032,CON-002032,21,1750,Active,Standard Loan,Germany,Lower Saxony,120,5.03,25985.4,27-10-2024
2033,CON-002033,2,1016,Cancelled,Standard Loan,Germany,Berlin,180,4,9863.1,12-11-2022
2034,CON-002034,13,1987,Active,Standard Loan,Germany,North Rhine-Westphalia,180,6.86,39004.15,28-03-2023
2035,CON-002035,29,1855,Active,Lease,Germany,Hesse,180,6.42,10978.62,20-03-2023
2036,CON-002036,20,143,Completed,Lease,Austria,Styria,180,4.21,22630.83,15-10-2023
2037,CON-002037,24,1466,Active,Lease,Germany,Bavaria,120,7.17,38002.6,05-10-2023
2038,CON-002038,40,1476,Active,PPA,Germany,Bavaria,120,5.5,12975.46,08-07-2023
2039,CON-002039,47,566,Active,Standard Loan,Germany,Baden-Württemberg,240,5.36,26293.5,04-09-2023
2040,CON-002040,43,1789,Active,Subscription,Netherlands,North Brabant,120,8.46,14137.31,15-04-2024
2041,CON-002041,40,536,Defaulted,Standard Loan,Germany,Bavaria,240,5.01,37135.98,28-11-2023
2042,CON-002042,23,419,Active,PPA,Germany,North Rhine-Westphalia,120,6.9,10649.88,05-03-2023
2043,CON-002043,36,696,Active,Standard Loan,Austria,Styria,84,4.43,26920.27,06-11-2024
2044,CON-002044,29,878,Active,Lease,Germany,Hesse,120,3.64,17259.32,27-01-2024
2045,CON-002045,31,714,Completed,Standard Loan,Germany,Berlin,240,4.58,28394.64,11-03-2024
2046,CON-002046,3,313,Active,Standard Loan,Germany,North Rhine-Westphalia,180,8.1,16429.98,05-11-2024
2047,CON-002047,18,1868,Cancelled,Standard Loan,Germany,Bavaria,240,7.4,34157.03,15-08-2024
2048,CON-002048,35,93,Active,Standard Loan,Germany,Lower Saxony,120,6.49,18365.9,17-07-2023
2049,CON-002049,21,132,Active,Standard Loan,Germany,Lower Saxony,120,3.91,24711.52,23-04-2024
2050,CON-002050,26,253,Completed,Subscription,Germany,Berlin,60,4.07,33771.36,28-11-2022
2051,CON-002051,36,838,Active,Lease,Austria,Styria,120,5.74,30674.41,31-07-2024
2052,CON-002052,43,1591,Cancelled,Standard Loan,Netherlands,North Brabant,120,5.74,30209.9,28-12-2022
2053,CON-002053,26,917,Active,Lease,Germany,Berlin,180,7.45,44550.26,20-05-2024
2054,CON-002054,30,1560,Completed,PPA,Austria,Vienna,180,3.55,10847.87,22-10-2024
2055,CON-002055,44,1938,Active,Lease,Germany,Hesse,84,8.47,15404.3,11-11-2024
2056,CON-002056,49,962,Active,Standard Loan,Germany,Hesse,120,4.39,40069.16,12-05-2023
2057,CON-002057,21,804,Active,PPA,Germany,Lower Saxony,120,3.94,39049.67,22-11-2024
2058,CON-002058,37,1557,In Arrears,PPA,Netherlands,North Holland,120,8.39,14167.52,05-08-2023
2059,CON-002059,35,25,Active,Standard Loan,Germany,Lower Saxony,120,5.97,14975.43,05-08-2023
2060,CON-002060,42,752,Active,PPA,Germany,North Rhine-Westphalia,240,7.51,16956.85,15-06-2023
2061,CON-002061,18,87,Active,Standard Loan,Germany,Bavaria,180,5.05,30275.9,23-08-2024
2062,CON-002062,9,578,Active,Subscription,Germany,Berlin,120,7.38,26630.32,21-09-2023
2063,CON-002063,44,404,In Arrears,Standard Loan,Germany,Hesse,120,7.65,13666.5,03-02-2024
2064,CON-002064,35,439,Active,Lease,Germany,Lower Saxony,180,7.96,11916.13,12-04-2024
2065,CON-002065,38,1842,Completed,PPA,Netherlands,North Holland,180,7.72,41419.46,25-10-2022
2066,CON-002066,44,888,Active,Lease,Germany,Hesse,180,8.46,34146.73,29-09-2022
2067,CON-002067,21,1156,Completed,Standard Loan,Germany,Lower Saxony,120,3.99,15692.64,21-06-2024
2068,CON-002068,12,1042,Active,Standard Loan,Germany,Berlin,180,6.52,8321.05,27-12-2023
2069,CON-002069,36,789,Active,PPA,Austria,Styria,60,6.44,33743.25,12-10-2024
2070,CON-002070,31,260,Active,Standard Loan,Germany,Berlin,120,7.15,28808.92,08-08-2024
2071,CON-002071,6,1639,Active,Standard Loan,Netherlands,South Holland,120,8.23,42251.98,04-09-2023
2072,CON-002072,11,1186,Active,Lease,Germany,Baden-Württemberg,84,5.64,9064.97,10-05-2024
